"text","created","url","latitude","longitude","retweetCount","hashtag"
"My new sounds: BLUE ACA 140-By Ashley https://t.co/CUPXsIQcjp on #SoundCloud",2017-08-11 22:08:45,"https://twitter.com/NateVizzle/status/896131296472072197",NA,NA,0,"#soundcloud"
"#NewSingle Out Now On #SoundCloud
 
WHITE GIRL
<ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5>
#NewMusicFriday #SOMETHINGNEW 

ReTweet <ed><a0><bd><ed><b4><a5>Share<ed><a0><bd><ed><b4><a5>Comment 

https://t.co/iLNHLdr9xk",2017-08-11 22:08:41,"https://twitter.com/IAmChrisShorts/status/896131283130044416",NA,NA,0,"#soundcloud"
"Have you heard <e2><80><98>Jugo De Mora<e2><80><99> by @iammariamora on #SoundCloud? https://t.co/eeG7PwoDiw",2017-08-11 22:08:41,"https://twitter.com/iammariamora/status/896131279988469761",NA,NA,0,"#soundcloud"
"Listen to Bow Down Ft. Dollah Dae #np on #SoundCloud @QB_Bianca @DOLLAHDAE  https://t.co/acLy6h5Cq1",2017-08-11 22:08:39,"https://twitter.com/SplashCommitee/status/896131275026702336",NA,NA,3,"#soundcloud"
"My new sounds: Opus 48 https://t.co/2KZsGoh26A on #SoundCloud",2017-08-11 22:08:38,"https://twitter.com/maxafterglow/status/896131268370325504",NA,NA,1,"#soundcloud"
"I JUST UPLOADED SOME SHIT ON SOUNDCLOUD Y'ALL !!! Clock (Bogdan Remix) https://t.co/68ImugWYr4 on #SoundCloud",2017-08-11 22:08:38,"https://twitter.com/mrjaydawg/status/896131267128737792",NA,NA,0,"#soundcloud"
"Have you heard <e2><80><98>MOVES GETTIN MADE<e2><80><99> by Yung Bakes on #SoundCloud? #np https://t.co/SLasjKAxmR",2017-08-11 22:08:36,"https://twitter.com/ITZ_RYDA/status/896131261319663616",NA,NA,0,"#soundcloud"
"#NewSingle Out Now On #SoundCloud
 
WHITE GIRLS
<ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5>
#NewMusicFriday #SOMETHINGNEW 

ReTweet <ed><a0><bd><ed><b4><a5>Share<ed><a0><bd><ed><b4><a5>Comment 

https://t.co/iLNHLdr9xk",2017-08-11 22:08:33,"https://twitter.com/IAmChrisShorts/status/896131247910535168",NA,NA,0,"#soundcloud"
"Podcast: Hamilton: Elliott<e2><80><99>s lengthy suspension a compilation of events https://t.co/MNdcdsC8B2 on #SoundCloud",2017-08-11 22:08:30,"https://twitter.com/AftnRide1290/status/896131234299916288",NA,NA,1,"#soundcloud"
"Listen to A1 - Catz Eats Dogz - Evil Tram - snippet by PETS Recordings #np on #SoundCloud https://t.co/jGdlffQ1B4",2017-08-11 22:08:25,"https://twitter.com/s69tacy69/status/896131215912124416",NA,NA,0,"#soundcloud"
